Code,Song_Name,Song_Duration_ms,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Audio_mode,Speechiness,Tempo,Audio_valence,Dynamism,Decibel,Loudness,Song_Popularity,Indicator
LI27,Just Dripping,54539,0.92022,0.53757,3.7,0.146,10,120.758121,1,59.4,76.113,0.213,Low,-23.305,Rustle,24.11,5.55
LI17,Syrup,66206,0.73892,0.67221,17.2,0.938,0,122.5449,1,66.15,86.998,0.223,Lo,-13.146,Babble,27.11,25.8
M020,Panacea.,85714,0.85848,0.61182,21.1,0.849,9,118.526769,1,312,83.982,0.142,Medium,-16.41,Chatter,26.38,31.65
MI12,obsidian,184048,0.86044,0.34848,41.8,0.0348,5,122.3236,0,,86.51,0.0381,Medium,-8.171,Clang,33.58,62.7
MI12,RideOut,79024,0.8967,0.7722,32.7,0.689,10,123.6544,1,204,82.027,0.388,Medium,-8.763,Clang,32.75,49.05
L019,Recollections,147716,0.87318,0.79101,3.75,0.928,11,121.4404,1,684,78.132,0.615,Lo,-15.162,?,31.47,5.62
MI11,It’s Fine,156000,0.80556,0.68211,57.4,0.645,9,124.3225,1,88.35,79.984,0.3,Medium,-7.454,Roar,34.93,86.1
MI12,Wasted Years,171450,0.46648,0.80091,28.7,0.839,5,125.2161,0,,84,0.651,Med,-8.89,Clang,37.13,43.05
M017,viaduct creek,84000,0.52626,0.73062,20.7,0.934,11,123.6544,0,409.5,80.051,0.661,Medium,-13.185,Babble,35.46,31.05
LI13,Silence,105101,0.82124,0.64449,18.3,0.925,9,118.613881,0,84,151.971,0.687,Lo,-9.388,Clang,38.70,27.45
MI12,mansnothot (instrumental),160348,0.44296,0.57618,28.4,0.222,10,122.9881,0,61.05,137.404,0.0833,Medium,-8.997,?,31.55,42.6
MI18,Snitchfoot,167687,0.77028,,31.8,0.935,7,127.2384,1,145.95,89.31,0.297,Medium,-14.637,Babble,28.36,47.7
MI16,Phin,85448,0.048706,0.67023,21.1,0.898,2,120.846049,1,,84.293,0.562,Medium,-12.762,Babble,30.29,31.65
MI17,realms,101270,0.92022,0.71775,31.5,0.806,8,112.933129,1,54.6,152.763,0.206,,-13.941,Babble,27.17,47.25
LI22,Floating,88521,0.58212,0.68706,12.4,0.917,10,123.4321,0,73.95,152.098,0.856,Low,-18.156,Buzz,36.94,18.6
M021,night skye,75789,0.9653,0.53658,30,0.94,4,121.2201,0,459,75.637,0.346,,-17.405,Chatter,25.05,45
M018,Aqua skies,102077,0.80164,0.55638,37.7,0.792,1,124.5456,1,,72.807,0.12,Medium,-14.323,Babble,27.41,56.55
MI17,blxt,56041,0.77714,0.54945,24.6,0.941,6,124.7689,1,80.85,84.942,0.364,Medium,-13.867,?,26.03,36.9
M020,Jeux D'eau,144000,0.833,0.77121,23,0.0228,0,283.2489,1,685.5,73.512,0.258,Medium,-16.382,Chatter,33.82,34.5
MI16,Winter Walks,95600,0.86534,0.55836,26.5,0.916,11,125.6641,1,100.95,83.298,0.344,Medium,-12.867,Babble,28.12,39.75
LI26,Xx22-2,158000,0.89866,,13.2,0.268,2,119.814916,0,252,166.729,0.773,Lo,-22.323,Rustle,33.96,19.8
MI17,Fuse,84371,0.90356,0.66033,20.9,0.932,10,126.3376,0,75.15,148.152,0.664,Med,-13.383,Babble,31.94,31.35
MI24,Bridges,112786,0.57722,0.63756,25.8,0.946,7,116.791249,0,80.1,166.356,0.207,Medium,-20.552,Drone,26.46,38.7
LI14,Out West,86334,0.57526,0.70983,10.3,0.803,11,123.4321,0,138.75,88.989,0.39,Low,-10.601,Rumble,29.35,15.45
M010,Garlic W/Primate,81658,0.63406,0.74745,49.6,0.407,10,119.202724,1,430.5,82.383,0.362,,-6.396,Roar,35.60,74.4
MI16,But Not So Fast,78956,0.13034,0.58014,27.5,0.813,6,122.9881,1,60.9,150.298,0.389,Med,-12.917,Babble,27.47,41.25
LI17,Merci,100242,0.24304,0.78804,10.5,0.817,11,122.7664,0,,160.293,0.922,Low,-13.837,Babble,40.15,15.75
M013,Putyahandzup,81000,0.50568,0.80091,51,0.808,9,172.1344,0,316.5,83.125,0.493,Med,-9.297,Clang,33.66,76.5
MI15,Green Tea,129000,0.75068,0.57618,22.3,0.954,1,113.592964,0,103.2,80.093,0.0392,Medium,-11.915,Rumble,28.19,33.45
M018,whereucomefrom.,76300,0.79184,0.86328,20.7,0.961,10,124.0996,0,,77.048,0.961,,-14.776,Babble,41.95,31.05
M017,Noairleft,110769,0.78204,0.59796,29.1,0.889,0,130.8736,1,,78.066,0.111,Medium,-13.967,Babble,26.74,43.65
LI18,You're on My Mind,87000,0.79772,0.64449,12.8,0.908,2,112.275216,1,,160.001,0.238,Low,-14.998,Babble,26.00,19.2
L018,Coolaroonehh.,99200,0.90846,0.57915,16.4,0.433,9,123.21,0,367.5,99.964,0.177,Lo,-14.274,Babble,25.93,24.6
L015,Loss,118932,0.87514,0.52173,18.7,0.919,9,121,1,,170.397,0.805,Lo,-11.717,Rumble,36.69,28.05
L016,Rest Easy,137195,0.82712,0.4158,8.81,0.214,4,132.4801,1,439.5,211.644,0.636,Low,-12.717,Babble,32.29,13.22
L023,Sky Map,147458,0.4459,0.76527,3.19,0.485,2,120.1216,0,375,80.583,0.0377,,-19.455,Buzz,25.54,4.78
M014,singularita t,140487,0.94766,0.41778,43.4,0.0132,3,122.3236,0,339,81.695,0.309,Medium,-10.173,Rumble,9.36,65.1
LI17,Crises,163500,0.95256,,19.4,0.873,5,117.527281,1,,82.123,0.474,Low,-13.551,?,29.14,29.1
MI17,"simply, her",83500,0.91238,0.58509,40.3,0.823,7,126.7876,1,,77.173,0.144,Med,-13.788,Babble,31.69,60.45
MI12,Jaffa Cakes,123200,0.36946,0.64053,54.5,0.554,1,127.69,0,,150.002,0.299,Medium,-8.015,Clang,32.38,81.75
LI19,night time,59600,0.88396,0.71577,11.1,0.857,0,121.8816,0,214.5,78.986,0.733,Lo,-15.101,Babble,31.20,16.65
M016,pigments.,96217,0.83692,0.74448,32.2,0.933,4,126.3376,0,402,79.899,0.501,Medium,-12.053,Babble,31.10,48.3
LI16,sunday,96000,0.882,0.67617,10.3,0.308,9,115.7776,0,85.05,79.99,0.197,Lo,-12.762,Babble,26.61,15.45
HI9,lostinadream,87272,0.11172,0.67914,72.1,0.917,1,135.0244,0,219,76.892,0.599,High,-5.886,?,39.48,108.15
M014,4 [bump],64719,0.94962,,39.1,0.025,0,124.0996,1,,79.139,0.813,,-10.978,Rumble,37.65,58.65
MV17,Village,75789,0.44688,0.80784,21.6,0.0901,0,132.4801,1,978,75.972,0.972,Medium,-13.551,Babble,41.97,32.4
MI13,Aura,102536,0.075852,0,56,0.963,11,252.4921,1,0,0,0,Med,-9.866,Clang,28.95,84
MI11,The Road,108000,0.94276,0.49203,34.5,0.944,5,122.7664,0,271.5,77.695,0.669,Med,-7.666,Roar,37.42,51.75
LI20,aural sex,194360,0.9359,0.59004,14.9,0.688,9,118.113424,0,81.45,98.793,0.165,Lo,-16.955,Chatter,26.66,22.35
MV20,outerspace,98181,0.80948,0.75933,23.8,0.555,11,121.4404,0,1119,87.696,0.183,Medium,-16.318,?,25.27,35.7
MI11,Washing Away,112353,0.72912,0.8316,45.3,0.00086,11,134.56,1,,87.043,0.648,Med,-7.554,Roar,37.24,67.95
H013,Sunlight Wake,95992,0.93982,0.82467,61.5,0.945,3,123.6544,0,408,85.063,0.843,High,-9.296,Clang,39.87,92.25
M014,hope I'm never like that,94461,0.85456,0.76329,58,0.572,0,129.0496,1,679.5,85.069,0.43,Med,-10.679,Rumble,29.33,87
MI12,Cereal Keef,77333,0.294,0.88803,38.6,0.761,11,121.2201,1,139.5,89.998,0.79,Medium,-8.304,Clang,38.93,57.9
M013,1412,109090,0.29694,,24.5,0.482,4,122.5449,0,616.5,87.992,0.648,Med,-9.504,Clang,34.24,36.75
MI19,Reminisce,126340,0.59388,0.38907,26.6,0.926,9,123.21,0,95.1,75.523,0.493,Med,-15.228,Babble,28.13,39.9
MI16,lay up,93000,0.17836,0.72072,31.8,0.951,6,124.3225,1,116.4,89.748,0.909,Med,-12.446,Babble,39.63,47.7
MI22,Wandering Worlds,127934,0.8036,0.85239,29.6,0.597,9,120.012025,1,,144.059,0.508,Medium,-18.689,?,27.59,44.4
LI23,jk,127773,0.882,0.71082,9.18,0.865,0,123.6544,1,102.45,127.975,0.162,Low,-19.474,Buzz,25.28,13.77
M016,life's short,97215,0.83692,0.6336,45.7,0.321,6,116.2084,0,702,157.915,0.23,,-12.804,Babble,26.70,68.55
HI11,Piensa,197770,0.14014,0.53757,61,0,5,119.399329,0,43.5,114.702,0.291,,-7.988,Roar,33.47,91.5
HI8,Intuición,233800,0.0094276,0.69795,76.3,5.62E-05,1,220.8196,0,60.75,113.03,0.589,High,-4.904,Blare,39.59,114.45
HI8,Llueve Sobre La Ciudad,236426,0.037926,0.48312,79.5,0,9,109.244304,0,50.4,107.846,0.803,High,-4.157,Blare,62.36,119.25
HI11,1977,204036,0.0043904,0.67122,68.7,0.000419,2,117.657409,1,60.15,104.166,0.527,Hi,-7.206,Roar,33.11,103.05
HI12,"Bailar Bien, Bailar Mal",225920,0.039298,0.72963,65,0.000122,10,153.2644,1,,93.009,0.812,,-8.806,Clang,41.88,97.5
HI12,Tren Al Sur,338253,0.0040964,0.57915,62.4,0.0229,9,115.885225,0,111.9,180.503,0.728,,-8.966,Clang,46.99,93.6
EI8,La Torre de Babel,210653,0.092022,,95.6,0.00102,9,114.211969,0,,120.095,0.656,,-4.163,Blare,48.49,143.4
HI9,Siempre Es Viernes En Mi Corazón,218933,0.12348,0.7425,60,0.0214,2,115.068529,0,49.05,126.003,0.701,High,-5.518,Blare,40.90,90
H09,Quiero Verte Más,251706,0.25088,0.6138,61.2,4.68E-06,0,121,1,465,184.981,0.721,High,-5.328,Blare,46.33,91.8
MI13,Mataz,349200,0.0931,,52,0.0169,11,130.6449,1,57,90.06,0.666,Medium,-9.891,Clang,37.37,78
HI8,Amárrame,207333,0.24206,,67.4,0.00226,5,122.5449,0,72,179.977,0.784,Hi,-4.554,Blare,62.89,101.1
MI13,Qué He Sacado Con Quererte,286906,0.87906,,36.6,0.0028,6,139.7124,0,45,135.964,0.463,Medium,-9.29,Clang,34.72,54.9
HI9,Los Adolescentes,407746,0.0027146,0.57717,86,0.00477,2,123.6544,1,50.55,115.003,0.279,High,-5.214,Blare,37.16,129
HI9,You (feat. Nora Norman),222914,0.19894,0.65637,70,0.000313,1,127.4641,1,,109.993,0.351,Hi,-5.814,Blare,30.85,105
MI10,Más De La Mitad,248893,0.7154,0.32868,57.2,6.49E-05,7,120.802081,1,,139.654,0.145,Med,-6.827,Roar,33.88,85.8
MI10,La Rosa De Los Vientos,309453,0.23128,0.65043,57.8,0.00746,3,146.8944,0,195,89.948,0.819,,-6.682,Roar,48.69,86.7
HI9,Sube a Nacer Conmigo Hermano,287386,0.4557,,79.8,8.78E-05,3,125.2161,0,69.75,109.924,0.928,High,-5.227,Blare,56.32,119.7
MI9,Millones,222432,0.58604,0.47817,55.6,0,2,125.8884,1,51.6,131.786,0.332,,-5.388,Blare,36.48,83.4
MI16,Hablar de Ti,252000,0.81732,0.35343,30,0.00886,2,115.175824,1,51.15,80.657,0.289,Med,-12.243,?,28.93,45
HI10,Día Cero,271706,0.042924,,76.3,7.68E-05,7,119.159056,0,69,99.918,0.678,Hi,-6.861,Roar,45.37,114.45
HI8,Panda,169093,0.0053704,0.59895,86.3,0.04,7,109.704676,1,57.6,116.413,0.898,High,-4.961,Blare,48.17,129.45
HI11,Veranito de San Juan,273800,0.44492,0.55935,78.3,0.000999,4,297.9076,1,178.5,75.99,0.467,Hi,-7.356,Roar,30.21,117.45
H012,Papi ¿Dónde Está El Funk?,352373,0.3234,0.63954,68.3,2.65E-05,0,263.7376,0,411,76.886,0.668,Hi,-8.517,Clang,40.20,102.45
EI5,Dejalo,219853,0.027342,0.37521,94.9,0,9,139.0041,1,78.45,104,0.797,Extra,-1.81,Blast,64.74,142.35
H010,"Verde, amarillo y rojo",338146,0.60466,0.38511,89.8,6.73E-05,4,275.2281,1,397.5,170.167,0.697,High,-6.445,Roar,49.30,134.7
HI10,La espina,230400,0.14308,0.56034,61.9,1.15E-06,7,116.316225,1,62.85,177.97,0.791,Hi,-6.879,Roar,49.63,92.85
HI11,Qué dirá el santo padre,169960,0.59192,0.69597,70.7,0,5,367.1056,0,172.5,116.056,0.526,Hi,-7.695,Roar,29.24,106.05
MI10,Inteligencia Dormida,231840,0.23422,0.77319,56,0,2,177.6889,1,73.65,82.963,0.696,Med,-6.356,Roar,45.62,84
HI8,Salto Alto,334416,0.49588,,85.7,2.46E-05,4,124.9924,1,,123.945,0.357,Hi,-4.035,Blare,39.97,128.55
HI10,Arde Santiago,206626,0.036848,0.73062,72.4,0.0804,2,156.5001,1,66.15,119.986,0.807,Hi,-6.467,Roar,20.36,108.6
MI17,Manifiesto,269096,0.95256,0.48708,24,0.141,11,115.261696,1,,85.49,0.279,,-13.386,Babble,26.90,36
MI12,Dejando Libre el Amor,262157,0.0037632,,58,0.00221,0,115.734564,0,45.45,119.992,0.961,m,-8.473,Clang,50.82,87
HI7,Ordenanado unas cosas,227276,0.015092,0.66033,77,7.13E-05,5,188.2384,1,,108.011,0.907,,-3.891,Boom,60.86,115.5
HI8,Mi Muñeca Me Habló,125501,0.48412,0.68112,61.6,0,9,162.0529,0,,98.237,0.881,Hi,-4.613,Blare,45.52,92.4
MI12,Carnavalito del Ciempiés,175549,0.72128,,47.6,3.08E-06,0,138.0625,0,126.45,89.928,0.909,Med,-8.711,?,42.68,71.4
EI9,La Tortuga Vacilona,221213,0.14896,0.69102,96.1,0,11,124.0996,0,133.35,122.185,0.935,,-5.177,?,58.19,144.15
MI13,Carnaval,178346,0.7007,0.52272,54.6,9.60E-06,9,123.6544,0,,83.528,0.436,,-9.958,Clang,6.56,81.9
HI8,A donde va el amor,200867,0.19796,,66.3,0,6,142.3249,0,42.6,138.035,0.495,Hi,-4.085,Blare,37.90,99.45
H011,Melaza - Remaster 2004,179000,0.3822,,85.5,0,10,132.7104,0,313.5,97.091,0.922,Hi,-7.565,Roar,47.18,128.25
MI10,Aquí Me Tienes,230706,0.441,0.58806,47.5,1.07E-06,9,121.6609,1,44.55,75.928,0.249,Med,-6.18,Roar,32.97,71.25
M010,Latino & Proud,220306,0.1029,0.85734,45.2,5.01E-05,10,172.6596,0,,98.004,0.967,,-6.751,Roar,47.92,67.8
HI9,Explorador,171213,0.02107,0.7029,69,0,8,113.124496,1,55.2,123.705,0.765,High,-5.765,Blare,40.91,103.5
HI7,Help Me,237866,0.0882,0.84546,77.8,4.85E-06,1,121.8816,1,73.5,106.09,0.968,High,-3.585,Boom,54.64,116.7
MI11,Mil Amores,228252,0.018718,0.4752,53.1,0,7,124.9924,1,42.15,75.055,0.223,,-7.19,Roar,30.05,79.65
MI12,Estrellas,209133,0.43904,0.62271,49.9,0,1,121.2201,1,41.55,97.01,0.181,,-8.512,Clang,16.94,74.85
HI10,Wokman,189746,0.08379,,73.5,0,1,109.914256,1,294,112.404,0.934,High,-6.609,Roar,24.85,110.25
HI8,Báilalo,229840,0.13328,0.70389,83.3,2.12E-05,9,110.944089,0,51.45,98.99,0.857,Hi,-4.601,Blare,54.01,124.95
MI11,Baila como hombre,205000,0.55958,0.70389,52.8,0,9,221.7121,0,61.2,110.162,0.656,Med,-7.341,Roar,39.71,79.2
HI11,Me Reparto en Ti,237428,0.11662,0.55638,60.7,0,11,124.0996,1,37.95,99.975,0.711,High,-7.67,Roar,15.27,91.05
HI10,Bailando Como Mono,186848,0.020482,0.67122,64.8,0,7,138.0625,1,46.8,114.95,0.971,High,-6.518,Roar,49.77,97.2
MI12,Que Salgan los Dragones,388813,0.5243,0.37422,57.1,4.53E-06,9,122.1025,1,50.1,128.177,0.229,Med,-8.97,?,25.32,85.65
LI20,Gracias a la Vida,278040,0.79478,0.64251,14.4,2.42E-06,0,118.5921,1,78.3,119.193,0.264,Lo,-16.809,Chatter,28.76,21.6
EI9,Jardines,316413,0.15778,0.54153,94.9,0.0187,11,165.3796,1,53.25,105.961,0.362,Extra,-5.461,Blare,33.26,142.35
MI13,En la Vía,198785,0.09702,0.52965,50.3,0.000743,7,123.21,1,88.2,135.054,0.828,Medium,-9.415,Clang,29.85,75.45
HI9,Señorita,216039,0.0022834,0.63162,79,0.428,11,168.4804,1,38.25,103.997,0.885,Hi,-5.05,Blare,27.40,118.5
MI12,Lo Que Aprendí,214173,0.56154,,47.6,0.000211,1,123.8769,1,,75.04,0.57,Medium,-8.214,Clang,21.57,71.4
HI10,Casa latina,390959,0.011172,0.56727,81.1,0.00155,0,135.9556,0,43.8,110.978,0.739,Hi,-6.861,Roar,38.30,121.65
HI12,Que Suba El Momento,287213,0.017542,0.4653,74.5,0.0489,0,124.7689,1,63.45,145.03,0.265,High,-8.234,Clang,28.82,111.75
HI8,Alguna Solución,270000,0.001666,0.69597,72.5,0.0262,9,115.584001,1,,120.031,0.57,Hi,-4.851,Blare,36.77,108.75
MI8,Pelos,150725,0.15582,,56.9,0.00997,6,111.598096,0,159,115.009,0.818,Med,-4.608,Blare,37.09,85.35
HI11,Cae la Noche,265893,0.0060368,0.64746,63.1,0.171,9,114.811225,0,40.8,115.002,0.65,Hi,-7.42,Roar,32.52,94.65
HI10,Los Bajos Vibran En Mi Pecho,232870,0.043414,0.62766,73.4,8.94E-05,0,112.487236,1,100.65,92.608,0.627,,-6.265,Roar,30.78,110.1
MI11,Me Cargaste,261500,0.03675,0.95436,50.3,0.0627,6,124.9924,0,67.65,125.001,0.823,,-7.633,Roar,32.99,75.45
EI7,Danky,275293,0.0035182,0.64053,93.2,7.57E-05,5,115.7776,1,114.6,107.973,0.366,Extra,-3.88,Boom,21.25,139.8
MI12,La Negrita,154794,0.4018,0.65934,55,7.64E-06,1,140.4225,0,40.35,140.062,0.795,,-8.228,?,28.81,82.5
HI8,Nefertiti,265573,0.040964,,85.6,0.048,9,134.0964,1,53.85,127.959,0.441,Hi,-4.685,Blare,31.10,128.4
HI12,El House,293901,0.0002254,0.7425,77.2,0.919,4,114.661264,0,,120.003,0.335,Hi,-8.261,Clang,31.16,115.8
HI9,Tormenta Solar,226280,0.0020482,0.70884,81.5,0.00107,0,121.4404,0,,117.001,0.702,High,-5.883,Blare,33.45,122.25
HI10,Inercia,234240,0.01372,0.66132,73,0.405,9,239.0116,0,35.25,107.981,0.611,Hi,-6.595,Roar,33.18,109.5
HI8,Reptil No Gentil,184938,0.02597,0.73458,67.5,0.0314,11,190.1641,0,43.65,120.016,0.776,Hi,-4.78,Blare,38.05,101.25
MI16,Relax and Mambo,192464,0.88396,0.68211,38.2,0.672,10,116.294656,0,66.6,123.342,0.488,Medium,-12.164,Babble,5.96,57.3
EI9,Ran Kan Kan,188920,0.7252,0.61875,93.9,0.101,2,141.1344,1,50.1,102.948,0.759,Extra,-5.278,Blare,42.41,140.85
HI12,"Blen, Blen, Blen",195253,0.6958,0.53658,74.4,5.20E-05,7,127.2384,1,,122.851,0.773,Hi,-8.573,Clang,32.11,111.6
M021,Mambo No 5,162213,0.33026,0.80784,41.6,0.791,5,109.244304,0,,90.148,0.817,,-17.795,?,36.47,62.4
EI8,El Pito (I'll Never Go Back to Georgia),334813,0.7987,0.70191,93.1,0.0232,7,156.25,1,,155.148,0.908,Extra,-4.694,Blare,48.60,139.65
EI9,La Guarachera,164986,0.3871,0.49797,92.7,0.000472,0,149.3284,1,,129.272,0.573,Extra,-5.582,Blare,33.34,139.05
HI13,El Cayuco,155693,0.43512,0.74052,62.6,0.166,7,109.098025,1,,127.688,0.91,High,-9.086,Clang,38.44,93.9
HI14,Mambo Inn,829586,0.70952,,76.2,0.574,7,120.5604,1,81.45,91.668,0.763,,-10.652,Rumble,15.68,114.3
HI11,Mambo Manila,190440,0.78988,0.56529,80.2,0.755,0,112.190464,0,83.85,147.562,0.572,,-7.438,Roar,26.70,120.3
HI11,Azucar,574933,0.43708,0.45342,79.6,0.0233,2,117.614025,1,50.1,108.271,0.508,Hi,-7.332,Roar,14.47,119.4
HI13,Jamaiquino,415306,0.39396,0.75735,64.9,2.59E-05,0,212.5764,0,64.5,118.214,0.932,Hi,-9.398,Clang,21.77,97.35
HI10,The Peanut Vendor,161343,0.65464,0.52173,76.8,0.806,5,134.7921,1,110.4,172.531,0.908,High,-6.815,Roar,22.86,115.2
MI11,Mambo Infierno,171373,0.74578,,50.4,0.097,2,112.338801,0,68.25,90.645,0.74,Medium,-7.543,Roar,31.05,75.6
HI11,Buchipluma Na' Ma',326560,0.7203,0.6138,79.4,0.0891,2,173.7124,1,60.9,103.84,0.924,High,-7.685,Roar,36.93,119.1
HI8,Yo No Soy Guapo,305574,0.70364,0.60489,83.6,0.255,10,123.6544,0,,110.057,0.899,Hi,-4.163,?,45.55,125.4
HI12,Que Rico El Mambo,280253,0.59878,0.73557,65,0.821,7,129.96,0,56.7,101.116,0.895,High,-8.584,Clang,35.85,97.5
HI16,Mi Jebita,275373,0.60662,0.54648,75.2,0.00162,0,179.8281,1,85.65,100.643,0.901,,-12.808,Babble,28.57,112.8
HI9,Bochinchosa,204666,0.90748,,80.6,0.00413,8,130.8736,1,59.4,87.578,0.924,,-5.778,Blare,40.70,120.9
HI10,Cao Cao Mani Picao,227760,0.44394,0.71874,83.3,0.00467,7,136.6561,0,79.05,98.89,0.969,High,-6.694,Roar,41.22,124.95
HI15,Babarabatiri,833493,0.80066,0.49599,66.8,0.629,11,120.253156,0,92.25,104.809,0.919,High,-11.736,Rumble,20.57,100.2
HI15,Que Rico,176346,0.87808,0.66726,75.7,0.453,1,115.756081,1,79.5,140.19,0.903,High,-11.87,?,16.22,113.55
MI17,Mambo,192235,0.16464,,50,0.0218,11,112.190464,0,92.85,104.471,0.793,,-13.262,Babble,25.97,75
HI11,La Pelota,256506,0.70756,0.5544,67.7,0.0404,0,116.294656,0,95.1,130.081,0.941,High,-7.481,Roar,38.52,101.55
MI18,María,161986,0.88788,0.83457,48.3,0.00523,3,123.8769,1,,141.295,0.964,Medium,-14.776,Babble,17.32,72.45
MI21,Mambo Jambo,195533,0.65464,0.64647,49.2,0.813,5,141.61,1,79.65,121.994,0.92,Med,-17.149,Chatter,33.07,73.8
HI9,Me Lo Dijo Adela (Sweet and Gentle),156946,0.55958,0.65637,64.5,0.0366,5,165.6369,1,72.6,127.498,0.701,High,-5.905,Blare,29.52,96.75
M013,Mambo Italiano - 1998 - Remastered,139680,0.80164,0.68112,40.3,0,1,124.9924,0,,152.903,0.689,Med,-9.63,Clang,35.11,60.45
EI9,Kimbya (feat. Manny Roman),261590,0.48608,0.41382,95.8,0.0583,7,224.1009,1,109.2,123.639,0.676,Extra,-5.678,Blare,19.22,143.7
HI11,Yambύ,254560,0.73696,0.59895,61,6.89E-06,9,133.6336,1,,101.864,0.919,Hi,-7.723,Roar,35.06,91.5
MI19,Oye Como Va,181069,0.63798,0.70488,33.9,0.000845,7,117.267241,1,76.5,123.753,0.886,Med,-15.237,Babble,27.45,50.85
HI12,Asia Minor,181186,0.57036,0.4455,72.3,0.861,5,142.3249,1,53.55,147.291,0.893,Hi,-8.285,Clang,31.22,108.45
HI8,Mama Guela,162906,0.77518,,73.1,0.0142,5,261.7924,1,83.25,110.643,0.735,High,-4.871,Blare,35.22,109.65
LI26,Separala Tambien,161174,0.81634,,17.6,0.879,2,128.3689,1,,170.45,0.956,Low,-22.848,Rustle,26.13,26.4
HI12,Por Que Me Enganas,254933,0.54684,0.68706,64.8,0.000413,2,114.383025,0,66,92.108,0.821,High,-8.914,Clang,29.32,97.2
MI14,No Cuentes Conmigo,183413,0.76538,0.69102,56.5,0.00545,8,116.704809,1,117,132.829,0.883,Medium,-10.755,Rumble,16.36,84.75
HI14,La Toalla,172200,0.85554,0.60984,72.9,0.0222,5,109.704676,0,62.7,105.291,0.931,Hi,-10.09,Rumble,32.41,109.35
HI9,Cogele el Golpe,165772,0.62426,0.67419,81,0.396,11,135.7225,1,,94.18,0.47,Hi,-5.688,Blare,31.08,121.5
MI17,The Herb Vendor ( El Yerbero),184773,0.72814,0.55836,49.6,0.00812,9,116.812864,0,63.3,147.502,0.839,Medium,-13.968,Babble,23.14,74.4
HI14,Mambo Is Here to Stay,179073,0.95942,0.61281,62.6,0.807,11,130.1881,1,262.5,164.288,0.844,Hi,-10.286,Rumble,25.23,93.9
MI19,Mambo Gozon,168986,0.055076,0.70389,43,0.883,4,158.2564,0,,104.986,0.602,Med,-15.717,Babble,25.36,64.5
HI10,Rico Vacilon,164000,0.6958,0.63261,78.2,1.88E-05,6,120.275089,0,,133.299,0.755,,-6.396,Roar,29.35,117.3
HI14,Charanga Jam,265952,0.3185,0.47817,78.8,0.289,2,118.940836,1,50.1,106.329,0.884,,-10.612,Rumble,28.88,118.2
HI11,Patricia,128360,0.18424,0.53559,67.6,0.803,0,126.1129,1,202.5,76.231,0.911,,-7.988,Roar,36.68,101.4
MI14,Patricia,141093,0.1274,0.7029,50.8,0.0487,1,125.2161,1,,138.999,0.748,Medium,-10.663,Rumble,11.15,76.2
HI13,Kenya,184786,0.82222,0.59895,66.2,0.782,7,145.6849,0,66.45,106.029,0.722,High,-9.698,Clang,22.53,99.3
HI13,Complicación,200840,0.64092,,71.5,0.00504,7,156.5001,0,79.8,95.167,0.961,High,-9.358,Clang,34.50,107.25
MI8,Si Si No No,196920,0.77518,0.62667,51.1,5.29E-05,0,120.384784,1,80.1,112.011,0.677,Med,-4.77,Blare,32.50,76.65
MI14,Hong Kong Mambo,225933,0.82712,0.66627,59.9,0.884,10,132.4801,0,72.45,91.168,0.732,Medium,-10.492,Rumble,24.94,89.85
HI12,Mi Chiquita Quiere Bembé,235333,0.53704,0.62964,72.4,0.0227,9,114.639849,1,,135.915,0.923,High,-8.24,Clang,32.68,108.6
HI16,Wild Jungle - 2000 Remastered Version,167893,0.89376,,78.8,0.809,5,120.934009,0,,152.47,0.788,Hi,-12.182,Babble,23.61,118.2
HI12,Saca Tu Mujer,184826,0.84868,0.70389,80.3,0.87,2,151.5361,1,58.65,99.64,0.957,Hi,-8.789,Clang,32.87,120.45
MI14,Baile Mi Mambo,187000,0.75852,,51.2,0.0328,8,148.84,1,73.8,123.494,0.961,,-10.49,Rumble,32.10,76.8
HI13,Varsity Drag - Mambo Jazz Instrumental,170533,0.7448,0.60192,65.6,0.913,0,155.0025,1,63.9,96.054,0.653,,-9.668,Clang,22.18,98.4
MI13,Papa Loves Mambo,161640,0.71246,0.64152,52.8,1.51E-05,0,127.0129,1,93.45,82.097,0.903,Med,-9.965,Clang,36.68,79.2
MI17,Aprende a Querer,326826,0.28126,0.55044,59.7,7.54E-05,5,123.8769,1,,109.174,0.606,,-13.701,?,17.68,89.55
HI9,Don't Let Me Down,208373,0.15386,0.52668,86.9,0.00508,11,129.0496,1,258,159.803,0.422,,-5.094,Blare,58.44,130.35
MI9,In the Name of Love,195706,0.10682,0.49599,51.9,0,4,211.4116,0,61.35,133.99,0.168,Med,-5.88,Blare,54.20,77.85
HI6,FRIENDS,202620,0.2009,0.61974,88,0,9,127.2384,0,,95.079,0.534,,-2.384,Boom,75.13,132
HI7,The Middle,184732,0.20384,0.74052,65.2,0,7,127.2384,1,,106.914,0.431,Hi,-3.02,Boom,52.52,97.8
HI9,Never Forget You,213427,0.0030576,0.57717,73.2,9.86E-06,11,161.0361,0,68.55,145.992,0.276,High,-5.728,Blare,24.61,109.8
MI9,Strip That Down,204502,0.2156,0.86526,49.7,0,6,115.799121,1,84.3,106.023,0.542,Medium,-5.484,Blare,58.13,74.55
MI9,IDGAF,217946,0.039494,0.82764,54.4,0,7,117.158976,1,141.45,97.028,0.51,Medium,-5.975,Blare,59.41,81.6
